resp_id,a_hhid,plot,plot_id,district,village,treatment,plot_gpslatitude,plot_gpslongitude,plot_gpsaltitude,plot_gpsaccuracy,mon_paddy,harvested,manage_status,manage_type1,manage_type2,burnt,burn_technique,burn_technique_1,burn_technique_2,burn_technique_3,burn_technique_4,burn_technique_5,burn_technique_6,burn_technique_7,sowed,comments,village_id,spotcheck_date
111700831,11170083,1,p1,Bathinda,Gobindpura,PES 1600 /acres,30.30717087,75.02944183,204.1000061,3.900000095,Yes,Yes,Stubble management ongoing,,Burning,0,7,0,0,0,0,0,0,1,,Bura hll,1081,11/14/19
111700881,11170088,2,p2,Bathinda,Gobindpura,PES 1600 /acres,30.305336,75.03736877,208.1000061,4,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Good work,1081,11/14/19
111700971,11170097,1,p1,Bathinda,Gobindpura,PES 1600 /acres,30.26086044,75.02050781,212.8000031,5,Yes,Yes,Stubble managed,Used CRM machine,,0,,,,,,,,,No,,1081,11/11/19
111701611,11170161,1,p1,Bathinda,Gobindpura,PES 1600 /acres,30.29101181,75.03623962,202.6000061,4.5,Yes,Yes,Stubble managed,Burnt,,1,5 6,0,0,0,0,1,1,0,Yes,,1081,11/11/19
111800151,11180015,2,p2,Bathinda,Golewala,PES + 50% UCT 800/acres,29.82166862,75.15556335,214.6999969,4.699999809,Yes,Yes,Stubble not managed,,,,,,,,,,,,,Only harvesting hoi hai,1082,11/14/19
111800191,11180019,1,p1,Bathinda,Golewala,PES + 50% UCT 800/acres,29.83084869,75.15105438,208.1000061,4.800000191,Yes,Yes,Stubble managed,Burnt,,1,2 3 5,0,1,1,0,1,0,0,No,Burning hoi hai,1082,11/14/19
111800271,11180027,2,p2,Bathinda,Golewala,PES + 50% UCT 800/acres,29.83708572,75.1550827,200.1999969,4.300000191,Yes,Yes,Stubble managed,Burnt,,1,3,0,0,1,0,0,0,0,No,Burning hoi hai,1082,11/11/19
111801211,11180121,1,p1,Bathinda,Golewala,PES + 50% UCT 800/acres,29.83050156,75.16170502,185.6000061,4.800000191,Yes,Yes,Stubble not managed,,,,,,,,,,,,,Harvesting hoi hai,1082,11/12/19
111801351,11180135,1,p1,Bathinda,Golewala,PES + 50% UCT 800/acres,29.82800102,75.16675568,197.1999969,5,Yes,Yes,Stubble not managed,,,,,,,,,,,,,Only harvesting hoi hai,1082,11/14/19
111801741,11180174,1,p1,Bathinda,Golewala,PES + 50% UCT 800/acres,29.82825089,75.14922333,192,4.900000095,Yes,No,,,,,,,,,,,,,,Harvesting nhi hoi,1082,11/12/19
111802611,11180261,1,p1,Bathinda,Golewala,PES + 50% UCT 800/acres,29.82923126,75.1497879,197.3000031,4.5,Yes,Yes,Stubble not managed,,,,,,,,,,,,,Harvesting hoi hai,1082,11/12/19
111802891,11180289,2,p2,Bathinda,Golewala,PES + 50% UCT 800/acres,29.82668304,75.15722656,213,4.800000191,Yes,Yes,Stubble managed,Burnt,,1,3,0,0,1,0,0,0,0,Yes,Burning hoi hai,1082,11/14/19
112200101,11220010,1,p1,Bathinda,Gumti Kalan,PES 1600 /acres,30.41879082,75.15863037,211.3000031,5.099999905,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,No,,1085,11/10/19
112200291,11220029,1,p1,Bathinda,Gumti Kalan,PES 1600 /acres,30.40791512,75.17353058,206.8000031,4.199999809,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,,1085,11/14/19
112200441,11220044,2,p2,Bathinda,Gumti Kalan,PES 1600 /acres,30.41076279,75.15841675,134.8999939,9.600000381,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,Yes,,1085,11/10/19
112200461,11220046,3,p3,Bathinda,Gumti Kalan,PES 1600 /acres,30.43757629,75.14602661,220.3999939,4.800000191,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,,1085,11/14/19
112200621,11220062,2,p2,Bathinda,Gumti Kalan,PES 1600 /acres,30.42450905,75.14936066,200.8999939,4,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,Yes,,1085,11/14/19
112200771,11220077,2,p2,Bathinda,Gumti Kalan,PES 1600 /acres,30.42323494,75.15337372,200.8000031,4.5,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,No,,1085,11/12/19
112200811,11220081,1,p1,Bathinda,Gumti Kalan,PES 1600 /acres,30.40640068,75.16735077,208.6999969,5,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1085,11/14/19
112200941,11220094,1,p1,Bathinda,Gumti Kalan,PES 1600 /acres,30.4312458,75.15778351,204.6000061,4.400000095,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,,1085,11/14/19
112200971,11220097,2,p2,Bathinda,Gumti Kalan,PES 1600 /acres,30.42455101,75.14728546,205.8000031,5.800000191,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,No,,1085,11/10/19
112201171,11220117,3,p3,Bathinda,Gumti Kalan,PES 1600 /acres,30.43214607,75.16811371,201.5,4,Yes,Yes,Stubble management ongoing,,Incorporating stubble into the soil,0,,,,,,,,,,,1085,11/10/19
112201221,11220122,3,p3,Bathinda,Gumti Kalan,PES 1600 /acres,30.44747925,75.15828705,218.6999969,4.5,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,No,,1085,11/12/19
112201381,11220138,2,p2,Bathinda,Gumti Kalan,PES 1600 /acres,30.3951683,75.17858124,204.8000031,4.900000095,Yes,Yes,Stubble managed,Burnt,,1,2 5,0,1,0,0,1,0,0,No,,1085,11/14/19
112201591,11220159,1,p1,Bathinda,Gumti Kalan,PES 1600 /acres,30.42763901,75.17142487,208.3000031,5,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,No,,1085,11/12/19
112500021,11250002,1,p1,Bathinda,Hakam Singh Wala,PES + 50% UCT 800/acres,30.54156876,74.75879669,0,2848,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1088,11/12/19
112500171,11250017,1,p1,Bathinda,Hakam Singh Wala,PES + 50% UCT 800/acres,30.54156876,74.75879669,0,2848,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1088,11/12/19
112500691,11250069,2,p2,Bathinda,Hakam Singh Wala,PES + 50% UCT 800/acres,30.23031044,74.93603516,0,2000,Yes,Yes,Stubble managed,Burnt,,1,1 3,1,0,1,0,0,0,0,Yes,,1088,11/20/19
112500851,11250085,2,p2,Bathinda,Hakam Singh Wala,PES + 50% UCT 800/acres,30.23046684,74.93476105,241.8000031,4.800000191,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1088,11/20/19
112500931,11250093,2,p2,Bathinda,Hakam Singh Wala,PES + 50% UCT 800/acres,30.54156876,74.75879669,0,2848,Yes,Yes,Stubble managed,Used CRM machine,,0,,,,,,,,,Yes,,1088,11/12/19
112500951,11250095,2,p2,Bathinda,Hakam Singh Wala,PES + 50% UCT 800/acres,30.23031044,74.93603516,0,2000,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1088,11/20/19
112600081,11260008,1,p1,Bathinda,Hamirgarh,PES 800/acres,30.48467064,75.13230896,206.1000061,4.900000095,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1089,11/14/19
112600161,11260016,1,p1,Bathinda,Hamirgarh,PES 800/acres,30.48477554,75.13384247,211.8999939,4.599999905,Yes,Yes,Stubble managed,Used CRM machine,,0,,,,,,,,,Yes,,1089,11/11/19
112600191,11260019,1,p1,Bathinda,Hamirgarh,PES 800/acres,30.48457146,75.133255,202.6999969,7.5,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,,1089,11/14/19
112600731,11260073,1,p1,Bathinda,Hamirgarh,PES 800/acres,30.48079491,75.14318085,203.8999939,4.099999905,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1089,11/11/19
112600831,11260083,2,p2,Bathinda,Hamirgarh,PES 800/acres,30.48075294,75.14320374,214.3999939,4.199999809,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1089,11/11/19
112601251,11260125,1,p1,Bathinda,Hamirgarh,PES 800/acres,30.48647881,75.13916779,208.6000061,5.300000191,Yes,Yes,Stubble management ongoing,,Using CRM machine,0,,,,,,,,,,Not stubble management,1089,11/11/19
112601391,11260139,1,p1,Bathinda,Hamirgarh,PES 800/acres,30.48431396,75.12800598,202.6999969,4.800000191,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1089,11/11/19
112602121,11260212,1,p1,Bathinda,Hamirgarh,PES 800/acres,30.48510551,75.14009857,199.6000061,7.5,Yes,Yes,Stubble managed,Used CRM machine,,0,,,,,,,,,Yes,,1089,11/14/19
113200561,11320056,1,p1,Bathinda,Jajjal,Control,29.94497108,75.01025391,208,4.400000095,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,Yes,Good,1092,11/15/19
113200601,11320060,1,p1,Bathinda,Jajjal,Control,29.96009827,75.03835297,190,2.200000048,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,Yes,Good,1092,11/12/19
113200621,11320062,3,p3,Bathinda,Jajjal,Control,29.95896721,75.0415802,190,2.200000048,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,Yes,Good,1092,11/15/19
113200701,11320070,1,p1,Bathinda,Jajjal,Control,29.97623253,75.02811432,196.6000061,2.700000048,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,No,Good,1092,11/12/19
113200811,11320081,1,p1,Bathinda,Jajjal,Control,29.97044373,75.03938293,190.8000031,3,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,Yes,Good,1092,11/12/19
113200851,11320085,2,p2,Bathinda,Jajjal,Control,29.96025658,75.01602173,192.8999939,4.300000191,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,Yes,Good,1092,11/12/19
113200881,11320088,1,p1,Bathinda,Jajjal,Control,29.96231461,75.03471375,192.6999969,2.5,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,No,Done,1092,11/15/19
113200941,11320094,1,p1,Bathinda,Jajjal,Control,29.97433662,75.03333282,193.1999969,1.299999952,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Done,1092,11/15/19
113201071,11320107,3,p3,Bathinda,Jajjal,Control,29.97386551,75.03999329,179.5,3.700000048,No,,,,,,,,,,,,,,,Cotton,1092,11/12/19
113900031,11390003,1,p1,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.27919006,75.3238678,197.8000031,4.300000191,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,Ok,1096,11/14/19
113900161,11390016,1,p1,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.28479958,75.32711029,217.6000061,4.400000095,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1096,11/14/19
113900421,11390042,2,p2,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.29051018,75.33308411,204,4.699999809,Yes,Yes,Stubble management ongoing,,Burning,0,1 3,1,0,1,0,0,0,0,,Ok,1096,11/10/19
113900741,11390074,1,p1,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.29700279,75.34031677,210.3000031,4.900000095,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1096,11/10/19
113900831,11390083,3,p3,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.29835892,75.31611633,206.1999969,4.099999905,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1096,11/10/19
113900881,11390088,1,p1,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.28526497,75.34551239,222.8999939,4.800000191,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1096,11/14/19
113900991,11390099,1,p1,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.30163574,75.32630157,220,4.699999809,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1096,11/10/19
113901251,11390125,1,p1,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.27924728,75.34179688,203.6000061,4.900000095,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1096,11/14/19
113901621,11390162,2,p2,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.28162384,75.32686615,212,4.5,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1096,11/10/19
113901991,11390199,1,p1,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.28077126,75.32205963,213.1999969,4.5,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1096,11/14/19
113902291,11390229,5,p5,Bathinda,Jethuke,PES + 50% UCT 800/acres,30.29867935,75.31164551,208.3999939,4.199999809,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1096,11/10/19
114400011,11440001,1,p1,Bathinda,Jhumba,PES 800/acres,30.16691017,74.79380035,180.6999969,4.699999809,Yes,Yes,Stubble management ongoing,,Using CRM machine,0,,,,,,,,,,,1098,11/10/19
114400331,11440033,1,p1,Bathinda,Jhumba,PES 800/acres,30.15277672,74.77294922,175.1999969,4.5,Yes,Yes,Stubble managed,Burnt,,1,3 5,0,0,1,0,1,0,0,No,Burning hoi hai,1098,11/19/19
114400401,11440040,1,p1,Bathinda,Jhumba,PES 800/acres,30.1638546,74.79928589,203.8999939,4,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,Yes,,1098,11/10/19
114400451,11440045,1,p1,Bathinda,Jhumba,PES 800/acres,30.16187477,74.79431915,183.6000061,4.300000191,Yes,Yes,Stubble managed,Burnt,,1,6,0,0,0,0,0,1,0,No,,1098,11/12/19
114400731,11440073,1,p1,Bathinda,Jhumba,PES 800/acres,30.16188622,74.79431152,184.8999939,4.099999905,Yes,Yes,Stubble managed,Burnt,,1,6,0,0,0,0,0,1,0,No,,1098,11/12/19
114400751,11440075,1,p1,Bathinda,Jhumba,PES 800/acres,30.15753174,74.76568604,189.6000061,4.800000191,Yes,Yes,Stubble managed,Burnt,,1,3 5,0,0,1,0,1,0,0,Yes,Burning hoi hai,1098,11/19/19
114400851,11440085,1,p1,Bathinda,Jhumba,PES 800/acres,30.15333366,74.78152466,188.1999969,4.800000191,Yes,Yes,Stubble not managed,,,,,,,,,,,,,Only harvesting hoi hai,1098,11/19/19
114400961,11440096,1,p1,Bathinda,Jhumba,PES 800/acres,30.15365982,74.76797485,185.6999969,4.800000191,Yes,Yes,Stubble managed,Burnt,,1,3,0,0,1,0,0,0,0,Yes,Burning hoi hai,1098,11/19/19
114401041,11440104,1,p1,Bathinda,Jhumba,PES 800/acres,30.17934418,74.74578857,186.6000061,3.599999905,Yes,Yes,Stubble managed,Burnt,,1,2 3 4 5 6,0,1,1,1,1,1,0,No,,1098,11/12/19
114401151,11440115,1,p1,Bathinda,Jhumba,PES 800/acres,30.16781616,74.76554108,193.8999939,4.400000095,Yes,Yes,Stubble managed,Burnt,,1,3,0,0,1,0,0,0,0,Yes,Burning hoi c,1098,11/19/19
114401881,11440188,1,p1,Bathinda,Jhumba,PES 800/acres,30.15296555,74.76192474,192,4.900000095,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,No,,1098,11/10/19
114401961,11440196,1,p1,Bathinda,Jhumba,PES 800/acres,30.16916656,74.77732849,185.8999939,4.5,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,No,,1098,11/10/19
114402151,11440215,1,p1,Bathinda,Jhumba,PES 800/acres,30.1561451,74.78816986,189.3000031,4.699999809,Yes,Yes,Stubble managed,Burnt,,1,3,0,0,1,0,0,0,0,Yes,Burning hoi hai,1098,11/19/19
114402191,11440219,1,p1,Bathinda,Jhumba,PES 800/acres,30.16926956,74.76557922,186.1000061,4.699999809,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,No,,1098,11/10/19
114402261,11440226,1,p1,Bathinda,Jhumba,PES 800/acres,30.15337944,74.79575348,192.5,4.300000191,Yes,Yes,Stubble managed,Burnt,,1,5 6,0,0,0,0,1,1,0,No,,1098,11/12/19
114900381,11490038,1,p1,Bathinda,Kalal Wala,PES 1600 /acres,29.82033348,75.11933899,195.8000031,4.699999809,Yes,Yes,Stubble managed,Burnt,,1,1 2 3,1,1,1,0,0,0,0,Yes,,1103,11/15/19
114900921,11490092,2,p2,Bathinda,Kalal Wala,PES 1600 /acres,29.80319595,75.14253235,199.1999969,1.799999952,Yes,Yes,Stubble managed,Burnt,,1,4 5,0,0,0,1,1,0,0,No,,1103,11/15/19
114901161,11490116,1,p1,Bathinda,Kalal Wala,PES 1600 /acres,29.82088852,75.14325714,198.8999939,2.5,Yes,Yes,Stubble managed,Burnt,,1,1 7,1,0,0,0,0,0,1,No,,1103,11/15/19
114901281,11490128,1,p1,Bathinda,Kalal Wala,PES 1600 /acres,29.82095146,75.1434021,189.3000031,3.900000095,Yes,Yes,Stubble managed,Burnt,,1,1 3,1,0,1,0,0,0,0,No,,1103,11/10/19
114901551,11490155,1,p1,Bathinda,Kalal Wala,PES 1600 /acres,29.81251335,75.13651276,193.1999969,4.5,Yes,Yes,Stubble managed,Burnt,,1,2,0,1,0,0,0,0,0,No,,1103,11/10/19
114901711,11490171,2,p2,Bathinda,Kalal Wala,PES 1600 /acres,29.8197937,75.1413269,191,4.099999905,Yes,Yes,Stubble managed,Burnt,,1,1,1,0,0,0,0,0,0,No,,1103,11/10/19
114901791,11490179,1,p1,Bathinda,Kalal Wala,PES 1600 /acres,29.80712891,75.14117432,194,3.099999905,Yes,Yes,Stubble managed,Burnt,,1,2 6,0,1,0,0,0,1,0,No,,1103,11/15/19
114901831,11490183,1,p1,Bathinda,Kalal Wala,PES 1600 /acres,29.80647278,75.14857483,210.8999939,4.400000095,Yes,Yes,Stubble managed,Burnt,,1,1,1,0,0,0,0,0,0,No,,1103,11/10/19
115100071,11510007,1,p1,Bathinda,Kaljharani,Control,30.07809258,74.69867706,202,4.800000191,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,,1104,11/13/19
115100221,11510022,2,p2,Bathinda,Kaljharani,Control,30.08712387,74.68841553,189.1000061,4.400000095,Yes,Yes,Stubble managed,Burnt,,1,1 2 5 6,1,1,0,0,1,1,0,No,,1104,11/9/19
115100411,11510041,1,p1,Bathinda,Kaljharani,Control,30.08288002,74.70289612,198.8999939,4.800000191,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,,1104,11/13/19
115100471,11510047,1,p1,Bathinda,Kaljharani,Control,30.10313988,74.69464874,193.6999969,4.400000095,Yes,Yes,Stubble managed,Burnt,,1,3 5 6,0,0,1,0,1,1,0,Yes,,1104,11/13/19
115100481,11510048,1,p1,Bathinda,Kaljharani,Control,30.09347725,74.69158173,189.6000061,4.599999905,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,,1104,11/9/19
115100601,11510060,1,p1,Bathinda,Kaljharani,Control,30.09791374,74.70230865,203.8000031,4.599999905,Yes,Yes,Stubble not managed,,,,,,,,,,,,,,1104,11/9/19
115400031,11540003,1,p1,Bathinda,Kangar,PES + 25% UCT 800/acres,30.49108887,75.23047638,186.3999939,4.900000095,Yes,Yes,Stubble managed,Burnt,,1,3,0,0,1,0,0,0,0,No,Good,1107,11/14/19
115400141,11540014,2,p2,Bathinda,Kangar,PES + 25% UCT 800/acres,30.48686218,75.21425629,190.6000061,2.700000048,Yes,Yes,Stubble managed,Burnt,,1,2,0,1,0,0,0,0,0,Yes,,1107,11/11/19
115400291,11540029,1,p1,Bathinda,Kangar,PES + 25% UCT 800/acres,30.4913559,75.23352051,202.3999939,1.700000048,Yes,Yes,Stubble managed,Burnt,,1,1,1,0,0,0,0,0,0,No,Good,1107,11/11/19
115400341,11540034,1,p1,Bathinda,Kangar,PES + 25% UCT 800/acres,30.48601913,75.22937012,214.5,4.599999905,Yes,Yes,Stubble managed,Burnt,,1,2,0,1,0,0,0,0,0,No,Good,1107,11/11/19
115400471,11540047,1,p1,Bathinda,Kangar,PES + 25% UCT 800/acres,30.49835396,75.2248764,206.8999939,4.699999809,Yes,Yes,Stubble managed,Used CRM machine,,0,,,,,,,,,Yes,Good,1107,11/14/19
115400871,11540087,1,p1,Bathinda,Kangar,PES + 25% UCT 800/acres,30.49237442,75.23067474,205.1000061,2.700000048,Yes,Yes,Stubble managed,Burnt,,1,5,0,0,0,0,1,0,0,No,Good,1107,11/14/19
115401051,11540105,1,p1,Bathinda,Kangar,PES + 25% UCT 800/acres,30.50250816,75.23326874,215.5,3,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,No,Good,1107,11/14/19
115500361,11550036,4,p4,Bathinda,Karar Wala,PES + 25% UCT 800/acres,30.28977776,75.27977753,213.8000031,4.199999809,Yes,Yes,Stubble managed,Burnt,,1,1 3 5,1,0,1,0,1,0,0,Yes,Ok,1108,11/13/19
115500851,11550085,1,p1,Bathinda,Karar Wala,PES + 25% UCT 800/acres,30.2911377,75.30793762,209.8000031,4.800000191,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1108,11/13/19
115500981,11550098,1,p1,Bathinda,Karar Wala,PES + 25% UCT 800/acres,30.29702377,75.29116058,204.6999969,4.599999905,Yes,Yes,Stubble not managed,,,,,,,,,,,,,Ok,1108,11/13/19
115501121,11550112,1,p1,Bathinda,Karar Wala,PES + 25% UCT 800/acres,30.29348564,75.28225708,195.8000031,4.599999905,Yes,Yes,Stubble management ongoing,,Burning,0,1 3 5,1,0,1,0,1,0,0,,Ok,1108,11/10/19
115501331,11550133,1,p1,Bathinda,Karar Wala,PES + 25% UCT 800/acres,30.28652382,75.31121826,206.5,4.900000095,Yes,Yes,Stubble management ongoing,,Incorporating stubble into the soil,0,,,,,,,,,,Ok,1108,11/10/19
115501551,11550155,1,p1,Bathinda,Karar Wala,PES + 25% UCT 800/acres,30.27581596,75.29379272,210.3999939,4.400000095,Yes,Yes,Stubble managed,Created bales,,0,,,,,,,,,Yes,Ok,1108,11/10/19
115501631,11550163,1,p1,Bathinda,Karar Wala,PES + 25% UCT 800/acres,30.30596352,75.29336548,230.1000061,4.400000095,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1108,11/13/19
115501661,11550166,1,p1,Bathinda,Karar Wala,PES + 25% UCT 800/acres,30.29152489,75.31594086,208.8999939,4.099999905,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,Ok,1108,11/10/19
115501701,11550170,1,p1,Bathinda,Karar Wala,PES + 25% UCT 800/acres,30.30626488,75.28612518,199.3999939,4.5,Yes,Yes,Stubble management ongoing,,Burning,0,1 2 3 4 5 7,1,1,1,1,1,0,1,,Ok,1108,11/10/19
116700751,11670075,1,p1,Bathinda,Kot Bhaktu,PES 1600 /acres,30.04223442,74.98336029,209.3000031,4.800000191,Yes,Yes,Stubble managed,Burnt,,1,3 5,0,0,1,0,1,0,0,Yes,Burning hoi hai,1115,11/16/19
116700851,11670085,1,p1,Bathinda,Kot Bhaktu,PES 1600 /acres,30.03854942,74.96669769,194.6999969,4.199999809,Yes,Yes,Stubble managed,Burnt,,1,1 2 6,1,1,0,0,0,1,0,No,Ok,1115,11/11/19
116700881,11670088,1,p1,Bathinda,Kot Bhaktu,PES 1600 /acres,30.03199768,74.97906494,194.3000031,4.300000191,Yes,Yes,Stubble managed,Burnt,,1,1 3 6,1,0,1,0,0,1,0,Yes,Ok,1115,11/11/19
116701001,11670100,3,p3,Bathinda,Kot Bhaktu,PES 1600 /acres,30.03695869,75.00548553,194.3999939,5,Yes,Yes,Stubble managed,Burnt,,1,1 3 6,1,0,1,0,0,1,0,Yes,Ok,1115,11/11/19
116701151,11670115,1,p1,Bathinda,Kot Bhaktu,PES 1600 /acres,30.03769493,74.98545074,207.3999939,4.800000191,Yes,Yes,Stubble managed,Burnt,,1,3 5,0,0,1,0,1,0,0,Yes,Burning hoi hai,1115,11/16/19
116701721,11670172,1,p1,Bathinda,Kot Bhaktu,PES 1600 /acres,30.04796791,74.96270752,216.1999969,3.900000095,Yes,Yes,Stubble managed,Burnt,,1,3 6,0,0,1,0,0,1,0,Yes,Ok,1115,11/11/19
116701771,11670177,1,p1,Bathinda,Kot Bhaktu,PES 1600 /acres,30.04156685,74.96389771,210.8000031,4,No,,,,,,,,,,,,,,,Cottan in the plot,1115,11/11/19
116702111,11670211,1,p1,Bathinda,Kot Bhaktu,PES 1600 /acres,30.04952049,74.94966125,198.5,4.099999905,Yes,Yes,Stubble managed,Burnt,,1,3 5,0,0,1,0,1,0,0,Yes,Burning hoi hai,1115,11/16/19
116702591,11670259,2,p2,Bathinda,Kot Bhaktu,PES 1600 /acres,30.04619026,74.98858643,209.6999969,4.300000191,Yes,Yes,Stubble managed,Burnt,,1,3 5,0,0,1,0,1,0,0,Yes,Burning hoi hai,1115,11/16/19
116702871,11670287,2,p2,Bathinda,Kot Bhaktu,PES 1600 /acres,30.0368042,74.95922852,193.1999969,4.300000191,No,,,,,,,,,,,,,,,Cottan in the plot,1115,11/11/19
116703001,11670300,1,p1,Bathinda,Kot Bhaktu,PES 1600 /acres,30.03536797,74.96903992,197.1000061,4.300000191,Yes,Yes,Stubble managed,Burnt,,1,3 5,0,0,1,0,1,0,0,Yes,Burning hoi hai,1115,11/16/19
116800121,11680012,1,p1,Bathinda,Kot Bhara,PES + 50% UCT 800/acres,30.09383774,75.0438385,220.6999969,4.599999905,Yes,Yes,Stubble managed,Burnt,,1,1 2 3 4 5,1,1,1,1,1,0,0,Yes,,1116,11/11/19
116800181,11680018,1,p1,Bathinda,Kot Bhara,PES + 50% UCT 800/acres,30.0916996,75.0753479,194.3999939,3.900000095,Yes,No,,,,,,,,,,,,,,Polot Cotton,1116,11/16/19
116800231,11680023,1,p1,Bathinda,Kot Bhara,PES + 50% UCT 800/acres,30.09541512,75.07991028,193.6999969,3.900000095,Yes,Yes,Stubble managed,Burnt,,1,1 2 3 4 5 6,1,1,1,1,1,1,0,Yes,,1116,11/16/19
116800361,11680036,1,p1,Bathinda,Kot Bhara,PES + 50% UCT 800/acres,30.1043663,75.05625153,196.6000061,3.900000095,Yes,Yes,Stubble managed,Burnt,,1,1 2 3 4 5,1,1,1,1,1,0,0,Yes,,1116,11/11/19
116800381,11680038,1,p1,Bathinda,Kot Bhara,PES + 50% UCT 800/acres,30.09267235,75.07434082,196.5,4,Yes,Yes,Stubble managed,Incorporated stubble into the soil,,0,,,,,,,,,Yes,,1116,11/16/19
116800521,11680052,1,p1,Bathinda,Kot Bhara,PES + 50% UCT 800/acres,30.09658051,75.07448578,196.8000031,4,No,,,,,,,,,,,,,,,Cotton polot,1116,11/11/19
116800791,11680079,1,p1,Bathinda,Kot Bhara,PES + 50% UCT 800/acres,30.10003662,75.07042694,204.8000031,3.900000095,No,,,,,,,,,,,,,,,Cotton polot,1116,11/11/19
116800931,11680093,1,p1,Bathinda,Kot Bhara,PES + 50% UCT 800/acres,30.0983429,75.0531311,196.1000061,3.900000095,No,,,,,,,,,,,,,,,Polot Cotton,1116,11/16/19
